Listing.ListingId,Listing.Price.ClosePrice
mrd11869655,145207.21511115317
mrd11871249,826518.1385089741
mrd11871632,209149.85621310235
mrd11871795,253614.12800611625
mrd11871867,439583.83447933116
mrd11872406,446259.28133276425
mrd11872688,190981.91189311628
mrd11872947,360231.9576457625
mrd11873127,1410242.865989944
mrd11873547,221855.66712869692
mrd11873936,272189.3554008911
mrd11873979,197335.99177376277
mrd11874927,417187.74098470365
mrd11875977,196312.689253857
mrd11876759,85535.05279904435
mrd11876767,269915.43978434603
mrd11877646,207969.85565063026
mrd11877675,172196.25899274106
mrd11877942,230566.4083035394
mrd11878206,101746.20331754223
mrd11879138,232576.4276955845
mrd11879186,278306.2871376752
mrd11879665,406054.6483708303
mrd11879866,681922.1727535218
mrd11880786,242028.64817104512
mrd11880959,210628.1710391755
mrd11882731,284734.3089121385
mrd11882937,780579.1737163903
mrd11883560,672510.2983343169
mrd11883833,198568.10476640065
mrd11884018,271032.3725829218
mrd11884395,405420.61759010726
mrd11884397,468362.40136327996
mrd11884541,497431.28351223795
mrd11885119,301061.8294500578
mrd11885861,467837.82065783034
mrd11886154,1173979.8921820088
mrd11886174,241931.17862079266
mrd11886267,657487.7735550728
mrd11886445,1543034.0598995641
mrd11886513,831020.0528862029
mrd11888020,1170691.076499853
mrd11888574,215319.78979763828
mrd11889098,616610.7874428128
mrd11889133,189733.85466048797
mrd11890241,309946.07555212174
mrd11890351,493029.38012500765
mrd11891019,213335.7462162109
mrd11891156,223110.97594107865
mrd11891312,328733.3537897962
mrd11891643,247010.20292878582
mrd11892150,774578.2625469989
mrd11892286,814348.8753519687
mrd11892725,385154.8097808528
mrd11893200,336370.5677158415
mrd11893259,793423.5519651556
mrd11893261,643805.496182374
mrd11893272,801839.0878083335
mrd11893273,633261.0478067936
mrd11893300,3714426.1117314543
mrd11893316,586905.368636091
mrd11893322,625966.2773427654
mrd11893692,786719.6641158364
mrd11893826,1948720.683860811
mrd11893987,226543.4141222503
mrd11894057,582056.1927278305
mrd11894241,269661.9012989167
mrd11894730,212419.1904862065
mrd11895272,196641.48925932992
mrd11895388,105451.0029911923
mrd11895446,438711.5696775575
mrd11895461,211418.00333480575
mrd11895554,520648.04134898615
mrd11895686,615300.8743347217
mrd11895943,356191.36581177206
mrd11896215,96551.69481367078
mrd11896388,361057.5288155859
mrd11896559,397865.9002593731
mrd11897182,395286.22861213447
mrd11897630,482915.49278014695
mrd11897931,583551.6719892075
mrd11898093,277007.81359796674
mrd11898274,220618.65999991033
mrd11898449,228666.43098684924
mrd11898721,223322.57639166794
mrd11898908,445799.63751438714
mrd11898970,287549.0585585166
mrd11899123,225296.63858723332
mrd11899322,234097.36601810384
mrd11899918,197891.77883617525
mrd11900783,363131.6052642989
mrd11900956,795749.7236582654
mrd11901177,2526468.901614907
mrd11901294,406217.9119244774
mrd11901348,630619.0767676759
mrd11902325,213895.18252906005
mrd11902495,268351.3528412098
mrd11902520,121636.36095256642
mrd11902987,573569.8615372232
mrd11904562,475345.9982813883
mrd11904616,275075.98010355735
mrd11904938,549157.0082952377
mrd11905304,570054.7878524391
mrd11905399,229745.97547215386
mrd11905554,399959.1613615943
mrd11906184,550200.8806394336
mrd11906699,246114.0510885399
mrd11907278,483100.8635582359
mrd11907281,517738.30669586227
mrd11907320,276509.2397079014
mrd11907498,212898.68529276922
mrd11907629,69828.94015985739
mrd11908118,214246.46812142455
mrd11908173,501996.50753581204
mrd11908572,516070.0215225363
mrd11908629,266979.2710022013
mrd11908696,216831.36231654082
mrd11908739,517318.77494702575
mrd11908764,454508.5292779006
mrd11909782,243296.4556587932
mrd11910408,522788.08900692774
mrd11910729,237445.8687908248
mrd11910766,1191742.7496711481
mrd11911163,334786.7172176085
mrd11911193,858440.1539653892
mrd11911210,1358690.1207716633
mrd11911443,567443.492318919
mrd11911630,299657.44436278933
mrd11911673,257539.2880440948
mrd11912117,286955.5815598648
mrd11912147,275195.2165906413
mrd11912384,316388.9483565346
mrd11912581,769998.1519066701
mrd11913006,359285.09398248687
mrd11913062,288140.05221017066
mrd11913845,385183.66072109324
mrd11914146,498262.82908223826
mrd11914248,250473.37228132263
mrd11914360,218521.90262252136
mrd11914468,495399.6242335172
mrd11914604,1031876.9428008277
mrd11914770,207709.85694565583
mrd11915085,830267.4757066827
mrd11915424,3743000.1539764623
mrd11915603,475778.3694710851
mrd11915656,196643.72160354693
mrd11915732,505045.332582276
mrd11915951,501478.56644453085
mrd11916053,279033.7134551731
mrd11916426,1792114.6534685225
mrd11917206,2002973.87830346
mrd11917605,223854.93782663293
mrd11917710,209672.3515709451
mrd11917753,509854.587939419
mrd11917938,259603.274651784
mrd11918209,2142810.468981158
mrd11918273,247326.88295147306
mrd11918567,312344.2997351232
mrd11918673,196932.04622697213
mrd11918950,607659.8937687444
mrd11919217,245293.6270002489
mrd11919238,402176.9496433701
mrd11919408,2007543.7768209619
mrd11919971,264264.503822195
mrd11920028,114540.89294770459
mrd11920109,567856.7479711903
mrd11920242,475724.792717264
mrd11920374,471784.59089632554
mrd11920507,1653013.9093699197
mrd11920517,120727.18144299442
mrd11920968,211953.94761600465
mrd11920981,405423.1019120999
mrd11921164,495004.7013336577
mrd11921220,497407.8015478491
mrd11921382,150867.41235813865
mrd11921428,565167.6967961374
mrd11921723,160202.7985468861
mrd11921789,138684.6355970078
mrd11921875,826425.2942527744
mrd11921907,212315.35271300332
mrd11922087,224402.3853082404
mrd11922107,508896.2644494613
mrd11922511,588715.7961405881
mrd11922900,214459.76294053887
mrd11923062,189182.1480800384
mrd11923118,213528.9526094337
mrd11923512,671693.6167139851
mrd11923617,254762.588776185
mrd11923697,214344.45866074064
mrd11923798,528590.1488979448
mrd11923818,621127.2777984852
mrd11923862,2018375.8362672066
mrd11924346,516102.4014200766
mrd11924348,799257.7773676981
mrd11924353,214246.46812142455
mrd11924377,73500.12924816352
mrd11924404,478218.8566910893
mrd11924421,232457.8522703476
mrd11924459,248681.29394305148
mrd11924466,140610.2494383119
mrd11924640,279622.66915324907
mrd11924702,230704.6994895467
mrd11924800,819030.754716628
mrd11925044,606723.4462427953
mrd11925103,335149.48847306834
mrd11925138,490204.3221502341
mrd11925387,589638.6824431282
mrd11925468,267502.26846436405
mrd11926091,298214.54331177735
mrd11926673,362479.02997607423
mrd11926856,217988.6545877849
mrd11926898,219768.63116665193
mrd11926985,516143.2540522167
mrd11927257,644672.6719053101
mrd11927723,115081.8520875736
mrd11928133,295301.39668045397
mrd11928135,226738.08481407058
mrd11928158,189800.092277021
mrd11928165,181192.77627855766
mrd11928238,214309.9060502471
mrd11928600,1394219.5804710023
mrd11928615,217375.2967348912
mrd11928663,425931.40978060005
mrd11928675,91323.10696426193
mrd11929009,1959470.8200465024
mrd11929182,1144522.155256891
mrd11929344,437419.7387303273
mrd11929515,213528.9526094337
mrd11929578,660967.097628055
mrd11929637,416788.40529821074
mrd11929698,229784.5992737721
mrd11929728,570475.141395482
mrd11929745,152711.41755351127
mrd11929815,273815.57641574903
mrd11929824,439532.5194835825
mrd11929953,524487.6864129109
mrd11930026,423091.0680285073
mrd11930169,215297.36925326448
mrd11930436,345447.6917193112
mrd11930528,258008.61843017134
mrd11930545,451209.98414536216
mrd11930596,646187.5806753063
mrd11931276,414437.24803155847
mrd11931311,187246.94037764132
mrd11931487,242434.06371163228
mrd11931489,213895.18252906005
mrd11931505,265792.93695537484
mrd11931514,341860.2388264431
mrd11931785,651632.7322501667
mrd11932239,421531.7690167852
mrd11932472,190057.46975466932
mrd11932497,423846.0688225169
mrd11932560,314750.8837972813
mrd11932819,535786.1082084228
mrd11932965,197978.73739497925
mrd11933051,400960.85226439545
mrd11933165,326338.31335019006
mrd11933200,273835.71423121
mrd11933578,3688936.011633804
mrd11933881,449345.3105439136
mrd11933885,251122.46424184597
mrd11934213,1372328.830746854
mrd11934276,196967.3366977283
mrd11934328,838426.1389252875
mrd11934499,697701.42439114
mrd11935119,319506.0063292953
mrd11935121,319506.0063292953
mrd11935285,402981.6201853605
mrd11935473,185928.56669641787
mrd11935590,518622.0712635222
mrd11935655,1886736.9661723382
mrd11935681,124673.00241385236
mrd11935727,191173.8111236065
mrd11935735,268022.586518346
mrd11935977,263416.5486046956
mrd11936010,431589.8843269
mrd11936043,372564.4809239256
mrd11936045,3518457.5940581323
mrd11936057,398300.61552462506
mrd11936393,215297.36925326448
mrd11936448,376129.00759875774
mrd11936449,377076.33350118593
mrd11936549,845266.7608828188
mrd11936553,833251.532625082
mrd11936802,533712.412459026
mrd11937049,373338.2539816156
mrd11937289,293694.12961581437
mrd11937452,437419.7387303273
mrd11937492,384566.7680646801
mrd11937613,267931.0913617418
mrd11937651,101463.39598980374
mrd11937703,841082.4031107727
mrd11937803,383887.6577286114
mrd11938089,831279.2260125887
mrd11938186,265761.59274018044
mrd11938201,551851.1746424246
mrd11938242,222989.46889723427
mrd11938300,558207.9616908018
mrd11938857,194975.45632771426
mrd11939394,238848.49582262058
mrd11939399,436946.4061510135
mrd11939401,211559.4934600922
mrd11939417,238029.94177033298
mrd11939433,564975.208884321
mrd11939435,238157.19149912483
mrd11939447,238157.19149912483
mrd11939516,189733.85466048797
mrd11939587,295281.9884974894
mrd11939726,549618.7344237741
mrd11939800,844352.1688622289
mrd11939804,310297.4304092714
mrd11939820,832404.2841775
mrd11940029,196932.04622697213
mrd11940056,390848.60383742995
mrd11940120,196932.04622697213
mrd11940122,189182.1480800384
mrd11940345,719924.1190381913
mrd11940749,198437.43958392285
mrd11940920,604454.6880376772
mrd11941190,413673.437915591
mrd11941283,599470.8967613132
mrd11941322,1056395.701459253
mrd11941334,212898.68529276922
mrd11941505,209617.71392879807
mrd11941645,423083.2652282608
mrd11941681,224903.48384311367
mrd11941731,482924.5306640313
mrd11941864,248374.753172719
mrd11942037,505014.32801963895
mrd11942105,196641.48925932992
mrd11942335,636109.05046668
mrd11942522,497792.0569221418
mrd11942535,258538.33453556345
mrd11942592,262537.2289426041
mrd11942911,422738.20383692137
mrd11942942,135559.42480431256
mrd11943125,222229.22932083637
mrd11943631,238280.5461996404
mrd11943644,429478.27401389537
mrd11943814,1580332.8733746507
mrd11943893,211577.16232779596
mrd11943914,2031729.5463067344
mrd11944025,501564.6159971448
mrd11944076,1384905.6446047407
mrd11944144,155879.85680921108
mrd11944349,351417.74909311265
mrd11944394,97640.2449764797
mrd11944406,485552.25918316573
mrd11944454,562323.6930923769
mrd11944682,250525.24471110216
mrd11944761,560865.3461650251
mrd11944945,617420.8939006514
mrd11945116,366753.4490231711
mrd11945233,370991.8007526159
mrd11945344,801248.6631072684
mrd11945547,819159.3095619073
mrd11945646,605874.4835313177
mrd11945689,205729.62231569114
mrd11945782,646208.8261075475
mrd11945884,846209.1510636975
mrd11945910,189733.85466048797
mrd11946071,242427.07622035363
mrd11946089,1062868.6795641175
mrd11946316,258981.2524481358
mrd11946347,252342.23505028
mrd11946449,371168.77333842235
mrd11946462,227184.8285119332
mrd11946758,326880.638192183
mrd11946783,335946.6730757074
mrd11946821,542558.025360719
mrd11947105,411069.4123966628
mrd11947199,231096.7185692025
mrd11947213,171030.32232263274
mrd11947255,188858.53298585702
mrd11947309,972142.5233240147
mrd11947325,409912.65955318155
mrd11947365,234709.3006036939
mrd11947454,470875.8177326423
mrd11947500,432356.7003775782
mrd11947533,216664.4796213413
mrd11947599,609157.4118350617
mrd11947607,573978.5103621193
mrd11947768,528755.8305470005
mrd11947856,231703.35046295048
mrd11948037,493234.8300413256
mrd11948119,459248.94768397516
mrd11948571,430573.14285468624
mrd11948709,278126.73030120065
mrd11948740,504206.6073837085
mrd11948778,573550.7233176263
mrd11948809,555022.4911795175
mrd11948869,228290.74197522228
mrd11948927,617212.0666994869
mrd11948939,437419.7387303273
mrd11948943,242600.06670102273
mrd11949063,2012171.0822132942
mrd11949124,551085.3198769921
mrd11949235,240692.31124935282
mrd11949376,477482.20549129054
mrd11949413,427646.81082464405
mrd11949426,368224.9243146439
mrd11949439,647398.8016289184
mrd11949446,377070.3421894775
mrd11949480,686866.1092541828
mrd11949562,196303.7747457891
mrd11949592,130546.8183540224
mrd11949690,538071.8388004337
mrd11949710,140641.9162103742
mrd11949779,575740.5126747941
mrd11949782,1261771.6715013324
mrd11949795,435302.53896826215
mrd11949829,214710.68858036696
mrd11950160,333259.3726953754
mrd11950179,224750.6097201399
mrd11950190,497118.9279265387
mrd11950255,1174712.309474579
mrd11950297,692712.6952651372
mrd11950362,188858.53298585702
mrd11950483,117155.49538629051
mrd11950556,187422.4731213896
mrd11950663,687525.4639236138
mrd11950964,400839.09577777085
mrd11950984,887406.2382733996
mrd11951035,525221.9544390561
mrd11951039,212419.1904862065
mrd11951079,607152.5139484518
mrd11951159,609143.128542139
mrd11951169,410213.81553492876
mrd11951178,548786.4813048788
mrd11951180,360031.16615267633
mrd11951253,214710.68858036696
mrd11951256,192252.46810151447
mrd11951389,415875.7343950513
mrd11951424,233345.4469824462
mrd11951439,226110.33065363832
mrd11951470,400556.3837155553
mrd11951476,563695.5405753334
mrd11951499,225240.50703067917
mrd11951670,148886.36211613932
mrd11951792,198215.3939303566
mrd11951836,432654.3959774689
mrd11951850,802125.8362887888
mrd11951867,197335.99177376277
mrd11951894,198349.47809742938
mrd11952051,198768.19021754325
mrd11952088,425934.8310712593
mrd11952131,208853.97900448286
mrd11952283,226155.78327999587
mrd11952304,510437.8009643212
mrd11952415,241858.89793857862
mrd11952421,356102.64660021494
mrd11952459,643578.6356327259
mrd11952811,277007.81359796674
mrd11952933,216457.09835102127
mrd11952948,195735.93574156653
mrd11952965,313945.2396318323
mrd11953038,834303.5945538743
mrd11953051,412819.640514431
mrd11953055,228850.7728724275
mrd11953066,190057.46975466932
mrd11953267,116091.34889460276
mrd11953269,545894.1938730038
mrd11953278,209780.9116576629
mrd11953303,236418.396210604
mrd11953312,344004.00076368963
mrd11953318,214344.45866074064
mrd11953437,354736.9130536828
mrd11953445,441418.1577026783
mrd11953450,471911.4623959134
mrd11953942,368867.4884076451
mrd11954051,430628.177000103
mrd11954067,402096.32164107775
mrd11954219,1599803.943891245
mrd11954358,332500.5476060335
mrd11954375,326880.638192183
mrd11954384,346184.47709468513
mrd11954386,379713.225378685
mrd11954422,390133.8051712284
mrd11954428,571085.6964632053
mrd11954478,380118.82252245606
mrd11954624,573468.2991207581
mrd11954820,382044.0889582838
mrd11954823,409218.6667261953
mrd11954968,190981.91189311628
mrd11954969,304838.47091825376
mrd11955103,429093.2955975352
mrd11955211,387705.9225481259
mrd11955244,443026.7000633223
mrd11955247,226110.33065363832
mrd11955377,224277.2814311006
mrd11955409,306633.52083048207
mrd11955711,414588.63599536364
mrd11955797,573603.6802249723
mrd11955817,99343.17036968787
mrd11955888,389520.70301710436
mrd11956020,261144.74951143336
mrd11956070,203040.89481167484
mrd11956106,376029.32888803363
mrd11956127,281820.2504788392
mrd11956329,287611.50280149176
mrd11956384,652331.6616198885
mrd11956473,193891.0905168084
mrd11956481,552007.5676798995
mrd11956517,479005.80195166735
mrd11956575,189733.85466048797
mrd11956637,206011.91064666447
mrd11956742,285748.403099277
mrd11956803,2295927.0473345667
mrd11956822,613978.0643063027
mrd11956892,661697.03396766
mrd11956895,560865.3461650251
mrd11957004,191928.8530073331
mrd11957062,188858.53298585702
mrd11957161,295910.6176920089
mrd11957209,278219.8805549598
mrd11957358,251751.0885482623
mrd11957434,261317.53195725803
mrd11957553,109322.95637170985
mrd11957576,492276.5554367109
mrd11957700,282235.66662399645
mrd11957795,577952.2483799864
mrd11957825,190981.91189311628
mrd11957848,424269.6652779558
mrd11957881,436394.02977502835
mrd11957946,506843.1766979519
mrd11957992,569854.613108794
mrd11958011,719257.1405502084
mrd11958035,528013.2351065717
mrd11958105,224278.01530125848
mrd11958699,242538.93550181034
mrd11958715,218206.87769825652
mrd11958750,221418.39322562364
mrd11958884,284696.3096568528
mrd11958920,437848.13363807107
mrd11958983,692598.4254404965
mrd11959003,319744.87608183204
mrd11959013,261218.42431093278
mrd11959055,267274.65167625947
mrd11959100,215355.69006284632
mrd11959168,327274.9466601553
mrd11959192,314374.68769731873
mrd11959205,383270.32198123634
mrd11959438,187684.0947698643
mrd11959479,571980.526128567
mrd11959930,267170.6795074574
mrd11959955,745912.0161176451
mrd11960052,196643.72160354693
mrd11960073,366838.75125890767
mrd11960096,233141.0327039059
mrd11960363,257438.37879928417
mrd11960370,380914.029863469
mrd11960473,817826.9591955908
mrd11960504,196317.87416514856
mrd11960615,435804.85647923464
mrd11960668,3169571.808570127
mrd11960761,200403.0687918636
mrd11960804,463237.46333029284
mrd11960920,373849.91882607824
mrd11961081,211213.09384935483
mrd11961089,129753.91944909036
mrd11961097,255057.66592077547
mrd11961155,204986.15782684137
mrd11961488,667067.6379247153
mrd11961500,199006.93001682524
mrd11961521,171133.79077416362
mrd11961614,302199.46044743864
mrd11961739,440160.9885603815
mrd11961740,615093.8887849952
mrd11961770,268437.7916886669
mrd11961826,365302.43500987167
mrd11961868,104839.86908659613
mrd11961870,314369.12699981825
mrd11961918,413352.4925571331
mrd11961921,271653.5458304154
mrd11962014,811797.9190640823
mrd11962056,261774.22263331077
mrd11962090,270260.9602675685
mrd11962155,554566.5974361602
mrd11962182,525302.6472334339
mrd11962254,525701.9465471017
mrd11962275,321902.32767545537
mrd11962299,540378.7225887035
mrd11962451,557080.4862595189
mrd11962480,644446.1922609478
mrd11962503,392768.4348042889
mrd11962624,78959.41634852513
mrd11962660,264652.0872226812
mrd11962689,611147.6366929179
mrd11962756,250960.7109088906
mrd11962931,222989.46889723427
mrd11963107,274649.949228861
mrd11963136,2210783.4399489025
mrd11963312,1980036.9506506033
mrd11963423,263867.6760257518
mrd11963539,616965.5919478777
mrd11963563,160929.0494230897
mrd11963584,860556.2819718174
mrd11963594,196643.72160354693
mrd11963628,293822.80409283465
mrd11963630,406290.9983972402
mrd11963642,196643.72160354693
mrd11963862,347754.49811873265
mrd11963873,210442.80660031934
mrd11963890,558905.3962856736
mrd11964023,1227367.1610765038
mrd11964043,273809.00170843216
mrd11964061,276537.44082062604
mrd11964072,221959.595475468
mrd11964137,241129.78698583983
mrd11964143,407278.5901795956
mrd11964182,1951406.5972405025
mrd11964220,308591.4664807091
mrd11964228,203873.83180906292
mrd11964322,654470.7202459
mrd11964332,244087.86222766872
mrd11964381,622166.3435482738
mrd11964390,284914.7205978883
mrd11964427,409168.91084234475
mrd11964429,615983.5223289024
mrd11964491,545025.5052551207
mrd11964546,204498.37258014188
mrd11964572,178533.0007765767
mrd11964581,409437.104696932
mrd11964614,435374.588372241
mrd11964798,453249.49057827774
mrd11964838,192896.21805786525
mrd11964881,297345.4172901936
mrd11964892,1536841.8976516146
mrd11964903,250895.96085917213
mrd11965061,376771.2410641562
mrd11965338,152181.11200510117
mrd11965358,413755.2477290997
mrd11965368,214241.1332256391
mrd11965465,1145203.9119152904
mrd11965565,422436.8539276567
mrd11965574,629281.1366129317
mrd11965647,335763.88823225675
mrd11965758,200681.40667555516
mrd11965794,550042.283194222
mrd11965854,196967.3366977283
mrd11965859,883022.6798086346
mrd11966118,217126.5681923594
mrd11966130,215355.69006284632
mrd11966149,194095.15482667752
mrd11966218,1081399.0681380532
mrd11966261,305391.9584899042
mrd11966262,371273.68359702453
mrd11966397,117220.51999602761
mrd11966406,108797.2709536333
mrd11966488,299874.9354676755
mrd11966542,204303.6673933807
mrd11966607,246241.5394670494
mrd11966641,318149.5650463697
mrd11966643,223322.57639166794
mrd11966647,581787.8431077752
mrd11966708,809321.1686182899
mrd11966829,189733.85466048797
mrd11966913,291454.4351432004
mrd11966988,394725.21810520045
mrd11967086,448028.3447677008
mrd11967253,455799.6126699109
mrd11967418,606165.307673253
mrd11967421,1121725.9671589816
mrd11967443,260633.33914139066
mrd11967507,380395.0885426953
mrd11967642,300290.83075175295
mrd11967657,497051.23295525427
mrd11967704,254558.2117469498
mrd11967838,576675.8520215348
mrd11967839,214333.20543208587
mrd11967858,628002.8482196324
mrd11968020,601164.3794548755
mrd11968098,299978.0092274671
mrd11968116,203071.8839748339
mrd11968213,542215.4780903494
mrd11968232,212898.68529276922
mrd11968283,389264.1980943524
mrd11968311,230296.95953622018
mrd11968341,690123.3088159158
mrd11968503,421032.08206683584
mrd11968548,459181.478885856
mrd11968654,514280.78428983805
mrd11968724,634075.2791489428
mrd11968783,519058.02220289124
mrd11968846,255569.59174744666
mrd11968870,578742.408075472
mrd11968888,421032.08206683584
mrd11968906,428164.2898348773
mrd11968944,386037.89125082904
mrd11968989,68326.28032055336
mrd11969010,78460.08772137086
mrd11969052,676338.4470981592
mrd11969083,1398011.7723746973
mrd11969090,219874.66580937227
mrd11969092,2068611.577005182
mrd11969264,237340.24480758572
mrd11969293,239040.7204770639
mrd11969319,306377.4396998326
mrd11969449,221246.96102625973
mrd11969556,420051.88656331244
mrd11969567,410673.9133971303
mrd11969606,570805.4018323098
mrd11969798,248035.39022109463
mrd11969805,215663.59917289083
mrd11969811,218798.28485580112
mrd11969818,200508.41407634347
mrd11969836,389496.06694088154
mrd11969895,615693.9324196437
mrd11969901,521651.91735873296
mrd11969944,177945.40569622838
mrd11970070,208261.13081346717
mrd11970295,438714.20141194115
mrd11970333,606940.5506016235
mrd11970335,246012.70521148192
mrd11970397,196317.87416514856
mrd11970504,335111.6354130236
mrd11970532,505964.6357701777
mrd11970538,1937787.0412791672
mrd11970596,390552.51498032914
mrd11970600,472642.61852012575
mrd11970653,594940.4757394922
mrd11970678,216661.80679457166
mrd11970727,526136.6129459642
